"","name_text","id","more_info","desc","emails","category","logo","fb"
"824","UAW 4121 Climate Justice Working Group","grpl_9ad9d7d69c26bf9830d2124b28b63c46","?mode=form&id=9ad9d7d69c26bf9830d2124b28b63c46&tab=profile","The Climate Justice Working Group was formed to support and help carry out the work of the Martin Luther King County Labor Council Climate Caucus, the Alliance for Jobs and Clean Energy, and to serve as a place for UAW 4121 members to discuss plans related to climate justice on the University of Washington campus. We are a diverse group of students at the UW who work together to facilitate meaningful conversations within our labor community about climate change.","cjwg@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/51e/51ebf2ee7881a530902d69da44535b88.png","https://www.facebook.com/UAWLocal4121"
"825","Umang","grpl_5277bde867d66368913f206ac5161683","?mode=form&id=5277bde867d66368913f206ac5161683&tab=profile","To organize social and cultural events with an Indian traditional theme","umang1@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/a80/a806ccae4c7478f0049095d859085fbe.jpg",NA
"826","Undergraduate Business Council","grpl_45968d4cbdbbe491ce5be506ae39abe5","?mode=form&id=45968d4cbdbbe491ce5be506ae39abe5&tab=profile","To foster our community by building unity, collaboration, and leadership amongst Foster RSOs by providing opportunities, supports and resources to aid their success in cultivating our community.","ubc@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/0fe/0fee0ef8d1d200a68c7902dfa3b623c3.jpg","https://www.facebook.com/fosterubc/"
"827","Undergraduate Theater Society","grpl_ff9b911a48f247064e5fd5fb37da062e","?mode=form&id=ff9b911a48f247064e5fd5fb37da062e&tab=profile","The Undergraduate Theater Society creates inclusive learning opportunities for all undergraduates at the University of Washington. By producing stimulating theatre, we strive to address the lived experiences of our diverse world.","uwuts@uw.edu","PERFORMING","https://uws-community.symplicity.com/files/bfe/bfe2ed55892f4db272b1e454f2772571.jpg","https://www.facebook.com/uwuts/"
"828","Undergraduate Women in Business Association (UWiB)","grpl_741c66547034811a792ce0cf884f18cf","?mode=form&id=741c66547034811a792ce0cf884f18cf&tab=profile","Connecting and preparing the next generation of female business leaders.","uwib@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/3d6/3d60680b7d494fcffa1eb7fbc6d602d6.png","https://www.facebook.com/uwuwib/?fref=ts"
"829","Underwater Remotely Operated Vehicles","grpl_59a690a1cd8e4f242831a2d5a33528f0","?mode=form&id=59a690a1cd8e4f242831a2d5a33528f0&tab=profile","To design, build and operate underwater robots, called remotely operated vehicles (ROVs) in the marine technology industry, and to compete against other universities in the Marine Advanced Technology Education ROV competition.","uwrov@uw.edu","ENGINEERING","https://uws-community.symplicity.com/files/f3c/f3c2423141354cc98fce4ded0ae9067d.jpg",NA
"830","UNICEF at UW","grpl_66d3f35ead697144920ee2b862c3014c","?mode=form&id=66d3f35ead697144920ee2b862c3014c&tab=profile","To advocate for protection of children’s rights, to help meet their basic needs and to expand their opportunities to reach their full potential through student coalition.","unicefuw@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/ef6/ef624e15a1d036b44182d9927bcd1259.png","https://www.facebook.com/UNICEFUW"
"831","Unidas Seremos","grpl_0aafabded76bb793234828ab1b0b3a47","?mode=form&id=0aafabded76bb793234828ab1b0b3a47&tab=profile","A unique undergraduate multicultural organization for women on campus, we pride ourselves in celebrating cultures and are dedicated to the services of our community/university.","unidas@uw.edu","SPECIAL INTEREST","https://uws-community.symplicity.com/files/23f/23f53c2997d1cc103bc1a84d79aabdd5.png",NA
"832","Unified Professional Pharmacy Organizations of Washington","grpl_1c34b51bc49c56462115cec22eadc0ba","?mode=form&id=1c34b51bc49c56462115cec22eadc0ba&tab=profile","To provide students with professional pharmacy representation and allow for pharmacy advocacy and patient care in the community.","uppow@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/72a/72ab7c01f53b1bc8f71fdd544e3eacd7.png",NA
"833","Union Bay Rowing Club","grpl_8afd1ebc8bd591bd9b5e028d8cdf96a2","?mode=form&id=8afd1ebc8bd591bd9b5e028d8cdf96a2&tab=profile","We are a recreational rowing club at the University of Washington open to rowers of all ages and experience! We hold quarterly novice rowing classes through the IMA as well as weekly practices on the water three days a week.","ubrc@uw.edu","SPORTS","https://uws-community.symplicity.com/files/38e/38ecef327ae767f05d11e50c2430cf4d.jpg",NA
"834","Unite UW Student Association","grpl_01e47f8b25bd6f3a85a80b817406805a","?mode=form&id=01e47f8b25bd6f3a85a80b817406805a&tab=profile","To promote diversifying culture across the UW campus and to connect domestic and international students together in a cohesive community.","uusauw@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/327/3270463484ab259c4ce4dddf4bae91dc.png",NA
"835","United Greek Council","grpl_eb508fc64deedc0532d13182c2a70004","?mode=form&id=eb508fc64deedc0532d13182c2a70004&tab=profile","To promote unity among multicultural and underrepresented minority Greek organizations at the University of Washington.","ugc@uw.edu","FRATERNITIES & SORORITIES - UGC","https://uws-community.symplicity.com/files/ffc/ffc3ba5b4e374826828d8241865fe463.jpeg","https://www.facebook.com/uwugc?fref=ts"
"836","United Students Against Sweatshops","grpl_a67683572db2fae2b43de88c8ffb1ba3","?mode=form&id=a67683572db2fae2b43de88c8ffb1ba3&tab=profile","United Students Against Sweatshops (USAS) is a chapter of a national student movement who use our influence in universities to act in solidarity with workers' struggles locally and around the world. USAS organizes for student and worker power.","uwusas@uw.edu","POLITICAL / SOCIAL ACTION","https://uws-community.symplicity.com/files/5b4/5b4619a414b9c8f2bb1b806dfdb4802b.jpg","https://www.facebook.com/UWUnitedStudentsAgainstSweatshops/"
"837","University Christian Fellowship","grpl_68d5c85a08edff05e47e0a44fb89fd5a","?mode=form&id=68d5c85a08edff05e47e0a44fb89fd5a&tab=profile","As a Christian organization, we serve as a group where students can connect with other students to learn more about God.","ucf@uw.edu","RELIGIOUS / SPIRITUAL","https://uws-community.symplicity.com/files/529/5291a286774628e1b5186a544a7bd01f.jpg","https://www.facebook.com/University-Christian-Fellowship-UW-269814256707/?fref=ts"
"838","University District Street Medicine","grpl_d457a295399c25d24bcb949bf9aece2e","?mode=form&id=d457a295399c25d24bcb949bf9aece2e&tab=profile","The University District Street Medicine project is dedicated to addressing disparities in access to health care among individuals and families experiencing homelessness. Our mission is to partner UW students with the community in order to further an understanding and create systematic change now and in the careers of those future healthcare providers. Our ultimate goal is to empower individuals and the community by facilitating access to free, compassionate, quality health services for homeless and low-income people in the University District. ","udsm@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/964/964c30ec9e07353947badf62f6ab1fe2.png","https://www.facebook.com/UDstreetmed?fref=ts"
"839","University Kayak Club","grpl_148a0242c6f4dfa2f9b1cb50f8371d24","?mode=form&id=148a0242c6f4dfa2f9b1cb50f8371d24&tab=profile","The University Kayak Club is dedicated to all forms of kayaking and open to University of Washington students, staff, and their spouses. The club organizes outings and provides equipment and instruction for club members.","ukc@uw.edu","SPORTS","https://uws-community.symplicity.com/files/ddd/dddff9e64bacb97e11be3c77c53f0778.jpg","https://www.facebook.com/groups/2201438551/"
"840","University of Washington Periodontics Dental Student Interest Group","grpl_0bcc781cc30ed95223eddbf7a0545a9c","?mode=form&id=0bcc781cc30ed95223eddbf7a0545a9c&tab=profile","The UW Perio DSIG is established to further the following aims and objectives: 
•Promote the field of Periodontology at the University of Washington School of Dentistry
•Engage students in Periodontal research through active participation in research projects
•Offer students opportunities to attend lunch n’ learns, lectures, Continuing Education courses, and conferences related to clinical Periodontology and Periodontal research 
•Sustain a journal club to involve students in discussions of current Periodontal research 
•Provide an array of academic and professional resources relevant for students 
•Strengthen the candidacy of UW students applying to Periodontics residency programs","periosig@uw.edu","MEDICAL / DENTAL / NURSING / PHARMACY","https://uws-community.symplicity.com/files/974/974c123d05f48425cc5ae3c7d76355d1.jpg",NA
"841","University Ventures","grpl_a9958dacd67e44c3c413396b286fee42","?mode=form&id=a9958dacd67e44c3c413396b286fee42&tab=profile","We are UW students who want to promote student products and services both on and off campus; empowering individuals to better themselves through business and community.","univent@uw.edu","BUSINESS","https://uws-community.symplicity.com/files/fe9/fe9fc81565a240185aecb3cd3c14012e.jpg",NA
"842","Unleashed A Cappella","grpl_b08962de4f40db3dd81ab690aa674665","?mode=form&id=b08962de4f40db3dd81ab690aa674665&tab=profile","To provide a non-competitive opportunity for people who want to sing A Cappella music, and to perform concerts for the public.","unleashd@uw.edu","PERFORMING","https://uws-community.symplicity.com/files/f15/f153ddf35909a4641ee15f9ba12cb5c8.jpg","http://www.facebook.com/UnleashedACappella/ "
"843","Unplugged","grpl_c61cc81a2df378f6974edfb384276038","?mode=form&id=c61cc81a2df378f6974edfb384276038&tab=profile","To perform covers of songs, original arrangements, and original compositions.","unplug@uw.edu","PERFORMING","https://uws-community.symplicity.com/files/7d1/7d15a480dca4519c522b131fdb2a6fda.jpg","www.facebook.com/UWUnplugged"
"844","Uphill Ski Club","grpl_0341addc24164ca4be7c20a17179b57f","?mode=form&id=0341addc24164ca4be7c20a17179b57f&tab=profile","Are you tired of studying? Need a face full of fresh POW?! Join us in our never ending battle to save the endangered snow snakes. We except all able-bodied skiers and split boarders who are willing to take up skins against the enemy, whoever it may be. ",NA,"RECREATION","https://uws-community.symplicity.com/files/c21/c218e15ddd16bf5f66264a45c653d750.jpg",NA
"845","UW African Dance Club","grpl_d79520f1d728c4963dfa15ce231e48ba","?mode=form&id=d79520f1d728c4963dfa15ce231e48ba&tab=profile","To have a chance to share more of the African culture with UW. ","afdance@uw.edu","CULTURAL / INTERNATIONAL","https://uws-community.symplicity.com/files/6db/6dbc9d8f2f280c4b81201900f21d0aaf.jpg",NA
"846","UW Leaders","grpl_3940dfa106263ff5f12dc1a11e41cdc1","?mode=form&id=3940dfa106263ff5f12dc1a11e41cdc1&tab=profile","UW Leaders (UWL) is a program of the Associated Students of University of Washington (ASUW) that offers leadership-building opportunities for first, second, and transfer third-year students. Whether students have been involved in past leadership or want to start now, UW Leaders maximizes their leadership potential and welcomes them into a close-knit, meaningful community of accomplished individuals.","asuwlead@uw.edu","ASSOCIATED STUDENTS UNIVERSITY OF WASHINGTON (ASUW)","https://uws-community.symplicity.com/files/d88/d88efb18df70e49122548d9a3f9c18ee.png",NA
"847","UX + U","grpl_f4be57f0f3a0fe89fbf1562894a956b5","?mode=form&id=f4be57f0f3a0fe89fbf1562894a956b5&tab=profile","It shall be the purpose of this organization to teach, learn and encourage the technical side of User Experience Design and Interaction Design. There are many aspects of User Experience Design but this RSO focuses on the technical part of it: creating a something whether it be an application or website. This club focuses on working with other club members to create assigned tasks inside their design toolkit of choice (Figma, Sketch, Adobe xD, Framer, Principle). Together we aim to grow as UX Designers.",NA,"ACADEMIC","https://uws-community.symplicity.com/files/098/098dfa8a904a12f5816cca538a265f57.png",NA
